Artist,Year
Eugene Schoen,1930
Alexander Calder|Laverne Originals,1949
Charles Eames|Ray Eames,1946
Reuben Nakian,1964
Robert Venturi,1982
Robert Venturi,1982
Robert Venturi,1982
"Florence Knoll Bassett|V'Soske, Inc.",1960
Gregory Amenoff,1982
Willem de Kooning,1949
Willem de Kooning,1938
Willem de Kooning,1940
Willem de Kooning,1944
Willem de Kooning,1939
Willem de Kooning,1946
Willem de Kooning,1939
Willem de Kooning,1947
Willem de Kooning,1948
Cy Twombly,1970
Lester Johnson,1964
Rackstraw Downes,1981
David True,1984
John Monti,1984
Carolyn Brady,1979
Tomas Vroman,1900
Hans Moller,1953
Howard Low,1958
Robert Venturi|Knoll,1984
Robert Venturi|Knoll,1984
Robert Venturi|Knoll,1984
Robert Venturi|Knoll,1984
Joan Witek,1982
"Abel Sorenson|Schiffer Prints Division, Mil-Art Co., Inc.",1950
"George Nelson|Schiffer Prints Division, Mil-Art Co., Inc.",1950
"George Nelson|Schiffer Prints Division, Mil-Art Co., Inc.",1950
Marcel Breuer|Gebrüder Thonet GmbH,1928
Joseph Santore,1985
John McNamara,1984
Jeff Gompertz,1984
Jeff Gompertz,1985
Phoebe Adams,1983
Blanche Lazzell,1916
Blanche Lazzell,1907
Christopher Hewat,1984
April Gornik,1984
"Norman Bel Geddes|Simmons Furniture Company, Chicago, Illinois",1927
"V'Soske, Inc.|Michael Graves",1980
Joseph Urban,1922
Edward Ruscha,1967
Anne Ryan,1944
Charles Biederman,1969
Joseph Floch,1930
Mel Kendrick,1984
John Duff,1984
Milton Resnick,1962
Dennis Smith,1980
Dennis Smith,1981
Kay Kurt,1983
Gretchen Bellinger|Gretchen Bellinger,1900
Robert Venturi|Knoll,1983
Robert Venturi|Knoll,1979
Richard Meier|Swid Powell,1984
Richard Meier|Swid Powell,1984
Richard Meier|Swid Powell,1984
Richard Meier|Swid Powell,1984
Gwathmey Siegel|Swid Powell,1984
Stanley Tigerman|Swid Powell,1984
Robert A. M. Stern|Swid Powell,1983
Robert A. M. Stern|Swid Powell,1983
Robert Venturi|Swid Powell,1984
Robert Venturi|Swid Powell,1984
Robert Venturi|Swid Powell,1984
Robert Venturi|Swid Powell,1984
Robert Venturi|Swid Powell,1984
Richard Meier|Swid Powell,1984
Raphael Soyer,1974
Peter Solow,1983
Alfred Levitt,1939
Alfred Levitt,1946
Alfred Levitt,1946
Alfred Levitt,1946
Alfred Levitt,1946
Alfred Levitt,1946
Alfred Levitt,1945
Alfred Levitt,1946
Alfred Levitt,1947
Alfred Levitt,1946
Alfred Levitt,1950
Alfred Levitt,1939
Alfred Levitt,1951
Alfred Levitt,1945
Alfred Levitt,1945
Alfred Levitt,1945
Alfred Levitt,1948
Alfred Levitt,1945
Alfred Levitt,1945
Alfred Levitt,1945
Joe Baker,1985
James Valerio,1983
Thomas Nozkowski,1985
Thomas Nozkowski,1984
Thomas Nozkowski,1984
Matthew Daub,1984
David Humphrey,1984
Sean Scully,1984
David Campbell,1982
David Kapp,1985
George Peck,1984
Betty Woodman,1978
Betty Woodman,1978
Betty Woodman,1978
Suzy Frelinghuysen,1950
Esphyr Slobodkina,1936
Luis Cruz Azaceta,1983
George Sakier|Fostoria Glass Company,1935
George Sakier|Fostoria Glass Company,1935
Dorothy Liebes,1930
Dorothy Liebes,1930
Dorothy Liebes,1930
Dorothy Liebes,1930
Eva Lisa (Pipsan) Saarinen Swanson|Tiffin Glass Company,1948
Eva Lisa (Pipsan) Saarinen Swanson|Tiffin Glass Company,1948
Eva Lisa (Pipsan) Saarinen Swanson|Tiffin Glass Company,1948
Nell Blaine,1978
Louise Nevelson,1964
Mia Westerlund Roosen,1984
Cynthia Carlson,1980
Cynthia Carlson,1980
Andy Warhol,1967
George Nelson,1950
Robert Jessup,1985
Donald Judd,1981
José de Rivera,1974
Sidney Goodman,1961
Sidney Goodman,1964
Robert Gruen|Unknown Manufacturer,1940
Robert Gruen|Unknown Manufacturer,1940
Robert Gruen|Unknown Manufacturer,1940
Robert Gruen|Unknown Manufacturer,1940
George L.K. Morris,1948
Charles Sheeler,1948
John Ferren,1934
Albert Eugene Gallatin,1940
George L.K. Morris,1938
Arakawa,1982
Arakawa,1982
Alvin Lustig,1950
Alvin Lustig,1950
Ed Rossbach,1952
Ed Rossbach,1959
Ed Rossbach,1952
James Biederman,1980
Sam Messer,1984
Marianne Strengell,1951
Marianne Strengell,1951
Marianne Strengell,1951
Marianne Strengell|Knoll Textiles,1947
Marianne Strengell,1900
Marianne Strengell,1948
Marianne Strengell,1900
Max Weber,1952
Jim Dine,1978
Jim Dine,1981
Jim Dine,1981
Jim Dine,1984
Jim Dine,1983
Jim Dine,1984
Mark Rothko,1967
Mark Rothko,1969
Mark Rothko,1967
Mark Rothko,1949
Mark Rothko,1949
Mark Rothko,1958
Mark Rothko,1945
Mark Rothko,1944
Mark Rothko,1945
Mark Rothko,1969
David Humphrey,1984
Eugene Brodsky,1984
Joel Janowitz,1984
Ralph Hamilton,1983
Deborah Butterfield,1984
Mary Ann Currier,1984
Adolf Dehn,1925
Adolf Dehn,1924
Gregory Paquette,1984
George Sugarman,1970
Kem Weber|Grand Rapids Chair Company,1928
Kem Weber|Grand Rapids Chair Company,1928
Gertrud Natzler|Otto Natzler,1956
Jules Kirschenbaum,1980
Lee Jaffe,1984
Clyde Connell,1981
Carole Seborovski,1985
Juan Gonzalez,1982
Ruth Reeves|Karagheusian,1932
Ruth Kao Lee,1985
Wolf Kahn,1985
Jeanne Duval,1984
Jane Freilicher,1984
William L. Haney,1984
Stone Roberts,1984
Ralph Rosenborg,1960
Charles Seliger,1965
Eliel Saarinen|Eero Saarinen,1939
Jean A. Mann,1985
Ellsworth Kelly,1984
John McLaughlin,1964
Leon Kelly,1933
Robert Motherwell,1952
Kurt Seligmann,1952
Richard Hunt,1982
George McNeil,1984
Jane Dickson,1985
John Hull,1984
Elaine Lustig Cohen,1984
Glenn Goldberg,1985
Richard Tuttle,1983
Michael David,1984
Alison Saar,1985
Hermine Ford,1985
Peter Fletcher,1986
Ron Janowich,1985
Barry Ledoux,1982
Cheryl Laemmle,1986
George Sugarman,1965
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1939
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Sanders,1906
Bernard Karfiol,1934
Bernard Karfiol,1886
Yasuo Kuniyoshi,1917
Mark Rothko,1944
Mark Rothko,1944
Mark Rothko,1954
Edward Laning,1930
Ed Rainey,1985
Jim Waid,1979
Jim Waid,1981
Jim Waid,1986
Harmony Hammond,1983
Worden Day,1982
Gregory Amenoff,1981
James Valerio,1983
Seymour Lipton,1937
Seymour Lipton,1948
Seymour Lipton,1968
Seymour Lipton,1975
Seymour Lipton,1978
Sheila Hicks|Atelier Philippe Hecquet Aubusson,1984
Melissa Meyer,1985
Melissa Meyer,1985
Melissa Meyer,1985
Melissa Meyer,1985
Anne Ryan,1948
Anne Ryan,1954
Anne Ryan,1952
Anne Ryan,1951
Anne Ryan,1953
Anne Ryan,1953
Anne Ryan,1948
Anne Ryan,1948
Anne Ryan,1950
Anne Ryan,1948
Anne Ryan,1949
Anne Ryan,1949
Anne Ryan,1952
Anne Ryan,1953
Lee Krasner,1948
Tamara de Lempicka,1939
Lucas Samaras,1979
László Moholy-Nagy,1946
Frank Gallo,1964
Ellsworth Kelly,1952
Fairfield Porter,1958
Cyril David,1984
Jules Olitski,1968
Tom Fellner,1985
Royce Howes,1986
Louise Fishman,1985
Louise Bourgeois,1982
Laverne Originals|Estelle Laverne,1947
R.B. Kitaj,1983
Alice Neel,1963
Andy Warhol,1976
Harry Jackson,1970
Jim Dine,1986
Ludwig Sander,1962
Max Weber,1940
Franz Kline,1940
Paul Stankard,1986
Louise (Loja) Gesellius Saarinen,1900
Nob+Non|Knoll Textiles,1900
Nob+Non|Knoll Textiles,1900
Nob+Non|Knoll Textiles,1900
Nob+Non|Knoll Textiles,1900
Nob+Non|Knoll Textiles,1900
William Zorach,1960
Gregory Gillespie,1983
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",1946
"Reuben Haley|Consolidated Lamp and Glass Company, Art Glassware Division, Coraopolis, PA",1928
Lucas Samaras,1974
Lucas Samaras,1962
Lucas Samaras,1962
Lucas Samaras,1962
Lucas Samaras,1965
Lucas Samaras,1963
Lucas Samaras,1961
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1974
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1966
Lucas Samaras,1968
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1981
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1970
Lucas Samaras,1975
Lucas Samaras,1975
Lucas Samaras,1975
Lucas Samaras,1981
Lucas Samaras,1981
Lucas Samaras,1981
Lucas Samaras,1981
Lucas Samaras,1982
Lucas Samaras,1982
Lucas Samaras,1985
Lucas Samaras,1985
Lucas Samaras,1985
Lucas Samaras,1985
Lucas Samaras,1986
Lucas Samaras,1986
Lucas Samaras,1986
Lucas Samaras,1961
Lucas Samaras,1962
Lucas Samaras,1962
Lucas Samaras,1960
Lucas Samaras,1962
Toshiko Takaezu,1967
Toshiko Takaezu,1967
Gilbert Rohde,1930
Kem Weber|Lawson Time Inc.,1934
Ellsworth Kelly,1977
Ellsworth Kelly,1982
Ciel Bergman,1983
Ethel Stein,1977
Anne Ryan,1948
Bob Thompson,1961
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",1946
Gilbert Rohde,1934
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",1949
Michael Higgins,1950
William Tucker,1983
Marianne Strengell|Knoll Textiles,1947
Marianne Strengell|Knoll Textiles,1947
Marisol,1982
Tony Smith,1965
Giorgio Cavallon,1961
Lester Johnson,1979
Catherine Murphy,1976
Karen Karnes,1980
Michael Higgins,1945
Charles Eames|Ray Eames|Evans Products Company,1940
Clyfford Still,1943
Clyfford Still,1977
Clyfford Still,1946
Clyfford Still,1947
Clyfford Still,1950
Clyfford Still,1950
Clyfford Still,1950
Clyfford Still,1960
Clyfford Still,1965
Clyfford Still,1971
Joel Perlman,1983
Donald Sultan,1985
Kevin Larmon,1986
Kevin Larmon,1986
Scot Borofsky,1986
"Norman Bel Geddes|Simmons Furniture Company, Chicago, Illinois",1927
Marie Zimmermann,1915
Sheila Hicks,1967
Robert Greene,1985
David Bates,1985
Saul Baizerman,1933
Varujan Boghosian,1974
Ross Littell|William Katavolos|Douglas Kelley,1950
Reuben Nakian,1979
Frederick Brosen,1987
Wanda Gag,1923
Al Held,1959
Robert Colescott,1987
Robert Colescott,1987
Robert Colescott,1986
Melissa Meyer,1985
Melissa Meyer,1985
Milton Resnick,1982
Arnold Friedman,1925
Ludwig Mies van der Rohe,1930
Alan Sonfist,1986
Douglas Hoagg,1985
Michael Zwack,1986
Wesley Kimler,1985
Max Coyer,1985
Robert Mangold,1986
Jim Dine,1984
Peter Reginato,1986
Ephraim Rubenstein,1984
John Beerman,1986
Roberto Juarez,1986
Philip Grausman,1983
Chuck Close,1986
Jim Dine,1985
Richard Pousette-Dart,1950
Harry Jackson,1986
Steve Hawley,1980
Chuck Close,1987
Dennis Evans,1978
Dennis Evans,1978
"David Hockney|Tyler Graphics, Ltd.",1985
"David Hockney|Tyler Graphics, Ltd.",1985
David Reed,1986
James Rosen,1986
James Rosen,1979
Frank Gehry|Easy Edges Inc.,1982
Arturo Rodriguez,1986
"Donald Deskey|Deskey-Vollmer, Inc.",1927
Jim Dine,1983
Jack Beal,1969
SunarHauserman|Michael Graves,1981
Sheila Hicks,1986
Ethel Schwabacher,1957
Claire Zeisler,1983
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1955
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1969
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1971
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1972
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1973
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1974
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1976
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1977
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1978
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1979
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1956
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1956
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1960
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1962
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1963
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1964
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1968
Elenhank Designers Inc.|Eleanor McMaster|Henry C. Kluck II,1969
Florence Knoll Bassett|Knoll,1954
Robert Guinan,1967
Frederick J. Brown,1986
Alice Neel,1936
Georgia O'Keeffe,1923
Georgia O'Keeffe,1925
Georgia O'Keeffe,1928
Georgia O'Keeffe,1940
Ben-Zion,1952
Rudolf Ray,1968
Robert Venturi,1986
Leon Kelly,1930
Leon Kelly,1933
Leon Kelly,1934
Leon Kelly,1937
Leon Kelly,1931
Leon Kelly,1929
Howard Cook,1932
Howard Cook,1932
Howard Cook,1932
Howard Cook,1932
Philip Pearlstein,1964
Honoré Sharrer,1982
Alan Sonfist,1968
Noemi Raymond|Knoll,1949
Jerome Witkin,1985
William King,1970
Franz Kline,1940
Rudulph Evans,1906
H.C. Westermann,1969
Dorothy Liebes,1930
Abraham Rattner|Itche Mambush Workshop,1960
Samuel Abraham Marx,1935
"Samuel Abraham Marx|William J. Quigley, Inc.",1935
Edgar Miller|Cecile E. Coverley,1947
Glen Lukens,1935
"Donald Deskey|Royal Metal Manufacturing Company, Chicago, Illinois",1939
Elsa Rady,1987
Raphael Soyer,1940
Raphael Soyer,1983
Raphael Soyer,1984
Raphael Soyer,1899
Raphael Soyer,1899
Raphael Soyer,1899
Raphael Soyer,1899
Raphael Soyer,1966
Raphael Soyer,1969
Raphael Soyer,1969
Raphael Soyer,1974
Raphael Soyer,1979
Raphael Soyer,1980
Raphael Soyer,1979
Raphael Soyer,1982
Ruth Reeves,1930
Charles Arnoldi,1987
Edward McKnight Kauffer,1921
Ida Applebroog,1985
"Thomas S. Buechner, III",1982
Elsa Rady,1979
Robert Motherwell,1948
Philip Pearlstein,1978
Jonathan Janson,1985
Gregory Paquette,1982
Saul Steinberg,1975
Jacques Lipchitz,1970
David Park,1957
Andy Warhol,1986
Jim Dine,1983
Jackson Pollock,1952
Paul Manes,1987
Steve Currie,1987
Eda Mirsky Mann,1929
Eda Mirsky Mann,1930
Lee Krasner,1929
Katherine Bowling,1987
Katherine Bowling,1987
Katherine Bowling,1987
Hunt Slonem,1988
Neil Jenney,1969
Mark Tansey,1981
Robert Venturi|Formica Corporation,1983
Sam Maloof,1987
Michael Graves,1987
V. Lorenzo Porcelli|Dansk International Designs Ltd.,1980
Domenic Cretara,1985
Jaime Suárez,1987
Marsden Hartley,1940
Paul Manes,1987
C.B. Blake|Karl Danielson|Tiffany & Co.,1939
Susan Laufer,1986
Kent Bellows,1988
Jim Sullivan,1988
Peter Waite,1988
Duncan Hannah,1987
Gerome Kamrowski,1938
Gerome Kamrowski,1943
Max Miller,1987
Max Miller,1987
Sabina Ott,1984
Alfred Maurer,1925
Frank Stella,1963
Angelo Ippolito,1986
James Romberger,1987
Lydia Dona,1987
Donald Shambroom,1988
Marcel Breuer,1925
Ursula von Rydingsvard,1986
Robin Winters,1971
Robin Winters,1974
Massimo Vignelli|Lella Vignelli|Casigliani s.r.l.,1979
Susan Crile,1987
Gaston Lachaise,1934
Gaston Lachaise,1931
Gaston Lachaise,1925
Edwin Dickinson,1944
Edwin Dickinson,1944
Edwin Dickinson,1944
Edwin Dickinson,1944
Edwin Dickinson,1944
Max Weber,1915
Paul Manes,1987
David Krueger,1987
Peter Saul,1988
Max Weber,1910
Nancy Fried,1987
Herb Aach,1960
Jackson Pollock,1939
Nancy Fried,1988
Virginia Jaramillo,1988
Helen Torr,1929
Anne Ryan,1948
Pat Lasch,1988
Lia Cook,1984
Massimo Vignelli|Venini S.p.a.,1957
Massimo Vignelli|Lella Vignelli|Venini S.p.a.,1979
Rose Cabat,1959
Paul Manship,1930
David Wojnarowicz,1984
Troy Brauntuch,1984
John Ahearn,1981
Julian Schnabel,1975
Nancy Grossman,1977
Elizabeth Murray,1978
Richard Lindner,1967
George Constant,1938
Edwin Schlossberg,1983
Julian Levi,1939
Dorothy Eisner,1944
Andrew Spence,1988
Robert Bordo,1987
Randall Deihl,1980
Timothy Lowly,1987
Jill Levine,1987
Altoon Sultan,1987
Howard Kanovitz,1987
Robert Bechtle,1987
Juan Sanchez,1987
George Dudding,1987
George Dudding,1987
Ida Applebroog,1987
Donald Lipski,1987
Michael Zwack,1986
Michael Zwack,1986
Donald Lipski,1987
Katherine Porter,1986
Helen Miranda Wilson,1986
Helen Miranda Wilson,1987
Ronald Bladen,1956
David Kapp,1983
Costantino Nivola,1986
Joel Perlman,1983
D. J. Hall,1987
Paul Manship,1932
Susan Holcomb,1988
Ray Smith,1987
Ray Smith,1987
Milton Avery,1959
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
Blanche Lazzell,1924
John Newman,1989
Sheila Hicks,1976
Charles Eames|Eero Saarinen,1940
Joan Mitchell,1969
Louise (Loja) Gesellius Saarinen,1900
Joyce Treiman,1987
"Revere Copper and Brass Company, Rome, NY|Peter Müller-Munk",1935
Steubenville Pottery Company|Russel Wright,1937
Hans Hofmann,1965
Bernard Karfiol,1923
Gary Stephan,1980
Alexander Liberman,1989
Mark Greenwold,1983
Lella Vignelli|Massimo Vignelli|Heller Incorporated,1970
Lella Vignelli|Massimo Vignelli,1979
Lella Vignelli|Massimo Vignelli,1979
Marcel Breuer,1936
Aaron Fink,1987
Benny Andrews,1971
Waylande Gregory,1930
Waylande Gregory,1930
Waylande Gregory,1930
Waylande Gregory,1930
Waylande Gregory,1930
Waylande Gregory,1930
Richard Artschwager,1966
Judy Ledgerwood,1988
Abraham Rattner,1893
Abraham Rattner,1893
Abraham Rattner,1949
Abraham Rattner,1893
Abraham Rattner,1893
Abraham Rattner,1920
Abraham Rattner,1925
Abraham Rattner,1928
Abraham Rattner,1928
Abraham Rattner,1949
Abraham Rattner,1947
Abraham Rattner,1893
Abraham Rattner,1947
Abraham Rattner,1893
Abraham Rattner,1893
Abraham Rattner,1942
Abraham Rattner,1893
Abraham Rattner,1893
Abraham Rattner,1940
Abraham Rattner,1945
Gerome Kamrowski,1943
Gerome Kamrowski,1943
Salle Werner Vaughn,1981
John Koch,1956
Salle Werner Vaughn,1981
Horace Brodzky|Alfred J. Frueh,1918
Rupert Deese,1988
Concetta Mason,1985
Dorothy Heller,1941
Dorothy Heller,1941
Hugo Robus,1958
Sally M. Avery,1963
Jim Waid,1989
Lawrence Edward Kupferman,1947
Lawrence Edward Kupferman,1950
Faith Ringgold,1985
Jack Beal,1978
Sheila Hicks,1986
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",1961
Frank Rebajes,1950
Frank Rebajes,1950
Frank Rebajes,1950
Frank Rebajes,1940
Frederick Serger,1935
Lella Vignelli|Massimo Vignelli|San Lorenzo,1971
Carol Hepper,1987
James DeWoody,1988
William Dunlap,1981
"George Ranalli|Environments Plus, Inc.",1988
Philip Guston,1952
Joe Andoe,1988
Hans Hofmann,1965
Leon Kelly,1958
Leon Kelly,1958
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1938
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1937
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1937
Jackson Pollock,1938
Jackson Pollock,1938
Jackson Pollock,1937
Jackson Pollock,1937
Jackson Pollock,1937
Sandra Fisher,1989
Sandra Fisher,1989
Steubenville Pottery Company|Russel Wright,1937
Russel Wright|Steubenville Pottery Company,1937
Steubenville Pottery Company|Russel Wright,1937
Russel Wright|Steubenville Pottery Company,1937
Russel Wright|Steubenville Pottery Company,1937
"Isamu Noguchi|Ozeki & Co., Ltd.",1951
Charles Shaw,1938
Catherine Murphy,1990
Robert Cumming,1990
William Zorach,1950
Alex Katz,1955
Vincent Desiderio,1990
Ford Crull,1987
Ford Crull,1989
Jim Dine,1961
Jim Dine,1962
Jim Dine,1962
Jim Dine,1963
Mark Tobey,1947
Mark Tobey,1955
Max Weber,1910
Theodoros Stamos,1947
Paul Burlin,1950
Liliana Porter,1990
Joan Mitchell,1979
Adán Hernández,1991
Adán Hernández,1988
Susan Davidoff,1989
Susan Davidoff,1989
Susan Davidoff,1989
Max Weber,1912
Bob Stocksdale,1989
Jeanne Duval,1988
Yvonne Jacquette,1985
Walt Kuhn,1923
Merrill Mahaffey,1984
Richard Maury,1987
Idelle Weber,1984
Amy Weiskopf,1986
Josef Albers,1970
Karen Karnes,1945
Houghton Cranford Smith,1913
Houghton Cranford Smith,1916
Houghton Cranford Smith,1923
Houghton Cranford Smith,1920
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Eva Zeisel|Castleton China,1946
Michael Tracy,1989
Barnett Newman,1968
Loren MacIver,1965
Melvin Edwards,1988
James Brooks,1960
Louis Bouché,1933
John Koch,1962
Donald Holden,1987
Donald Holden,1988
Edwin Dickinson,1921
John Newman,1990
Pavel Tchelitchew,1930
Benny Andrews,1967
Claude Marks,1970
Viola Frey,1982
Jacob Glushakow,1945
Adolph Gottlieb,1968
Red Grooms|Lysiane Luong,1987
Red Grooms|Lysiane Luong,1987
William T. Wiley,1987
John Marin,1910
Eugenie Baizerman,1934
Joe Andoe,1989
Harry Kramer,1991
Arnold Mesches,1991
Warren Brandt,1986
Philip Evergood,1953
Christo,1970
Eugenie Baizerman,1934
Eugenie Baizerman,1945
Jerome Carlin,1974
Ralston Crawford,1958
Charmion von Wiegand,1949
Ilya Bolotowsky,1940
Burgoyne Diller,1949
Theodoros Stamos,1947
Theodoros Stamos,1947
Theodoros Stamos,1947
Theodoros Stamos,1947
Theodoros Stamos,1947
Deborah Butterfield,1989
Beverly Pepper,1971
Hans Hofmann,1965
Hans Hofmann,1965
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
William Spratling|Spratling,1909
Katherine Porter,1987
Marie Zimmermann,1928
Seymour Lipton,1945
Seymour Lipton,1954
Seymour Lipton,1950
Seymour Lipton,1950
Seymour Lipton,1961
Seymour Lipton,1963
Seymour Lipton,1968
Seymour Lipton,1980
Seymour Lipton,1980
Seymour Lipton,1981
Seymour Lipton,1945
Seymour Lipton,1945
Seymour Lipton,1945
Seymour Lipton,1945
Seymour Lipton,1945
Seymour Lipton,1945
Seymour Lipton,1940
Seymour Lipton,1940
Scott Rothstein,1988
Scott Rothstein,1989
James Cole,1991
Terence Main,1991
Terence Main|Laura Johnson|Tom Nicholson|Eric Chan|Main + Main,1981
Howard Meister,1980
Komar & Melamid|Alexander Melamid|Vitaly Komar,1982
Norman Wilfred Lewis,1978
John Ferren,1938
Richard Pousette-Dart,1941
Richard Pousette-Dart,1942
Haim Steinbach,1987
John R. Fudge,1987
Misha Reznikoff,1953
Melvin Edwards,1988
Elizabeth Murray,1989
Robert Wilson,1990
Robert Wilson,1990
James Romberger,1991
Mary Beth McKenzie,1991
John Dubrow,1984
Jim Dine,1961
Jim Dine,1962
Jim Dine,1959
Willie Birch,1986
Willie Birch,1987
Willie Birch,1988
Willie Birch,1989
Willie Birch,1989
Willie Birch,1991
Barnett Newman,1944
Barnett Newman,1945
Barnett Newman,1945
Barnett Newman,1960
James D. Butler,1991
Alexander Brook,1934
John Horn,1986
John Horn,1986
Mary Merkel-Hess,1989
Larry Rivers,1989
Larry Rivers,1989
Brother Thomas,1986
Brother Thomas,1988
Elie Nadelman,1903
Sam Messer,1989
Jane Wilson,1959
"The Herman Miller Furniture Company, Zeeland, MI|Charles Eames|Ray Eames",1958
"Charles Eames|Ray Eames|The Herman Miller Furniture Company, Zeeland, MI",1958
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1931
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1932
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1928
Andor Weininger,1922
Andor Weininger,1933
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
Andor Weininger,1922
